,Wavelength,Luminosity
56,16414.970453053185,4.066554178381103e+37
57,16362.595107584062,4.376320337725012e+37
58,16310.55292774425,4.694306671132508e+37
59,16258.840744654906,5.03812888903722e+37
60,16207.455429497568,5.423051630287085e+37
61,16156.393892883107,5.752294113554254e+37
62,16105.653084232566,6.013594327933527e+37
63,16055.229991169623,6.243607488010164e+37
64,16005.121638924456,6.451446970127828e+37
65,15955.325089748701,6.627219176112737e+37
66,15905.837442341339,6.79426495559309e+37
67,15856.655831285181,6.942783362780163e+37
68,15807.777426493836,7.074477717845078e+37
69,15759.19943266882,7.200818609151721e+37
70,15710.919088766692,7.31737835715632e+37
71,15662.933667475918,6.924292226677306e+37
72,15615.240474703309,3.102179917547204e+37
73,15567.836849069823,3.029711188772309e+37
74,15520.72016141549,3.060274355161563e+37
75,15473.887814313346,3.0916660375088667e+37
76,15427.337241592102,3.1241970230986206e+37
77,15381.065907867414,3.1566236583928327e+37
78,15335.07130808158,3.1898619209476666e+37
79,15289.350967051449,3.2230108941429194e+37
80,15243.90243902439,3.262544561459374e+37
81,15198.723307242191,3.3000346079044565e+37
82,15153.811183512653,3.3358043134371766e+37
83,15109.163707788774,3.370977135973104e+37
84,15064.778547755348,3.406504131757201e+37
85,15020.65339842283,3.4419308192343624e+37
86,14976.78598172832,3.4770550461879568e+37
87,14933.174046143507,3.513973804640716e+37
88,14889.815366289458,3.555083956086822e+37
89,14846.707742558088,3.602359666810322e+37
90,14803.849000740192,3.6566771020835606e+37
91,14761.2369916599,3.718302546708695e+37
92,14718.869590815424,3.786086235035057e+37
93,14676.744698025977,3.8596072622042167e+37
94,14634.860237084737,3.942000655106867e+37
95,14593.21415541773,4.0326918067779674e+37
96,14551.804423748546,4.132231184506659e+37
97,14510.629035768701,4.238314272897034e+37
98,14469.686007813632,4.350723001421604e+37
99,14428.973378544119,4.473653702427442e+37
100,14388.489208633096,4.600252997461609e+37
101,14348.23158045771,4.732957061557237e+37
102,14308.198597796538,4.8723390277865885e+37
103,14268.388385531856,5.022097984008417e+37
104,14228.79908935686,5.190313917544564e+37
105,14189.428875487763,5.382085901101047e+37
106,14150.275930380643,5.600155890708157e+37
107,14111.338460452975,5.853281499426655e+37
108,14072.61469180974,6.12584486199986e+37
109,14034.10286997404,6.454103193282136e+37
110,13995.801259622114,6.809975266560083e+37
111,13957.708144322703,7.22407599372347e+37
112,13919.821826280626,7.697544420491875e+37
113,13882.140626084543,8.303278940912838e+37
114,13844.662882458813,8.901078074531752e+37
115,13807.386952019331,9.539941632950055e+37
116,13770.311209033325,1.0227095150154221e+38
117,13733.434045183,1.0949946353443764e+38
118,13696.75386933297,1.1753382887864858e+38
119,13660.269107301414,1.2638770584433314e+38
120,13623.978201634878,1.3523481081931243e+38
121,13587.879611386645,1.4321363742136626e+38
122,13551.971811898633,1.5073816810539885e+38
123,13516.253294586742,1.5768308813140529e+38
124,13480.722566729579,1.636184363908767e+38
125,13445.378151260506,1.6887607213580273e+38
126,13410.218586562962,1.7375580956934025e+38
127,13375.242426268976,1.7812179472984186e+38
128,13340.448239060834,1.823823778788798e+38
129,13305.834608475818,1.8617647033584064e+38
130,13271.400132714003,1.8979877726880424e+38
131,13237.143424449005,1.9310463629863384e+38
132,13203.06311064167,1.9353839736706355e+38
133,13169.157832356621,1.838967509006573e+38
134,13135.426244581637,1.5490175216857128e+38
135,13101.867016049788,1.0778316418603934e+38
136,13068.478829064297,6.761667495014882e+37
137,13035.260379326079,5.545155570370671e+37
138,13002.210375763882,5.559869916150699e+37
139,12969.327540367032,5.6322016368501685e+37
140,12936.610608020701,5.700380710532863e+37
141,12904.058326343637,5.764891660353653e+37
142,12871.669455528383,5.825556111167894e+37
143,12839.442768183862,5.884037682409695e+37
144,12807.37704918033,5.938527603224465e+37
145,12775.471095496649,5.992178915512398e+37
146,12743.723716069837,6.047019517303502e+37
147,12712.133731646858,6.102651716075974e+37
148,12680.6999746386,6.158792536713794e+37
149,12649.42128897603,6.222115248715401e+37
150,12618.296529968455,6.279451920548519e+37
151,12587.324564163888,6.332481563550388e+37
152,12556.504269211451,6.38426135221105e+37
153,12525.83453372581,6.435274232352502e+37
154,12495.314257153568,6.4853917412861385e+37
155,12464.942349641633,6.534027022951845e+37
156,12434.717731907487,6.582925349248474e+37
157,12404.639335111333,6.632579720270906e+37
158,12374.706100730109,6.683607695549029e+37
159,12344.916980433307,6.740564276521456e+37
160,12315.270935960592,6.798942815254213e+37
161,12285.766939001167,6.8617782835325515e+37
162,12256.403971074888,6.930797763732704e+37
163,12227.181023415053,7.005483883855282e+37
164,12198.09709685289,7.080461852277379e+37
165,12169.15120170368,7.157006409357137e+37
166,12140.342357654488,7.233345668934916e+37
167,12111.669593653487,7.311808412501833e+37
168,12083.13194780087,7.398212150924994e+37
169,12054.728467241277,7.48731717416943e+37
170,12026.458208057727,7.581313781041315e+37
171,11998.320235167079,7.688195744230958e+37
172,11970.313622216903,7.811023382883464e+37
173,11942.437451483847,7.932743502745699e+37
174,11914.690813773383,8.061291561278729e+37
175,11887.072808320952,8.195294621683609e+37
176,11859.582542694498,8.33642333840834e+37
177,11832.21913269834,8.508712702640916e+37
178,11804.981702278363,8.722429401031708e+37
179,11777.869383428537,8.968673534578193e+37
180,11750.881316098707,9.237155730512195e+37
181,11724.016648103641,9.512213679846575e+37
182,11697.274535033339,9.772430902869295e+37
183,11670.654140164557,1.003015726539305e+38
184,11644.154634373546,1.0279193609691257e+38
185,11617.775196049957,1.0503630067602975e+38
186,11591.51501101194,1.0726241068642449e+38
187,11565.373272422368,1.0934941531643513e+38
188,11539.34918070621,1.1175405791280214e+38
189,11513.441943469,1.1433977434262224e+38
190,11487.650775416429,1.1702099750487107e+38
191,11461.974898274973,1.2014505385693159e+38
192,11436.413540713633,1.2387408697421537e+38
193,11410.965938266676,1.2812091619118744e+38
194,11385.63133325743,1.3298621541965847e+38
195,11360.40897472309,1.3757567209861048e+38
196,11335.298118340514,1.426897804812495e+38
197,11310.298026352993,1.4907786150187214e+38
198,11285.407967498026,1.5889402262890559e+38
199,11260.627216935984,1.6157200682443341e+38
200,11235.955056179775,1.6907472865043774e+38
201,11211.390773025394,1.80779783541395e+38
202,11186.933661483388,1.9232298557316797e+38
203,11162.583021711223,2.0331300344022615e+38
204,11138.338159946536,2.1411211631340433e+38
205,11114.198388441235,2.2453737730826674e+38
206,11090.163025396474,2.346742626180822e+38
207,11066.231394898468,2.443966993999696e+38
208,11042.402826855125,2.5360864286606754e+38
209,11018.676656933503,2.6248365339804323e+38
210,10995.052226498075,2.7062604823228024e+38
211,10971.528882549783,2.772219154612269e+38
212,10948.105977665866,2.8178611741584577e+38
213,10924.78286994046,2.8464102584553336e+38
214,10901.558922925979,2.854190936991531e+38
215,10878.433505575198,2.8374456726036105e+38
216,10855.405992184109,2.8097062037298573e+38
217,10832.475762335482,2.760977594212861e+38
218,10809.642200843153,2.682947841844721e+38
219,10786.904697696997,2.6207730199411645e+38
220,10764.262648008611,2.5653157176195896e+38
221,10741.715451957678,2.438532893337176e+38
222,10719.262514738984,2.3209674808888267e+38
223,10696.903246510135,2.223342363780677e+38
224,10674.63706233988,2.1486544592946595e+38
225,10652.463382157124,2.128067128594126e+38
226,10630.381630700542,2.05624438498356e+38
227,10608.391237468839,1.9803963636051557e+38
228,10586.491636671606,1.9091683006275526e+38
229,10564.682267180815,1.8905429031196117e+38
230,10542.96257248287,1.8666425474580884e+38
231,10521.33200063128,1.8242957822681666e+38
232,10499.790004199916,1.8319170330157833e+38
233,10478.33604023681,1.8231380375062913e+38
234,10456.96957021855,1.6090952281050717e+38
235,10435.690060005218,1.4561637125576655e+38
236,10414.496979795875,1.4949795812606347e+38
237,10393.389804084602,1.5377585941963164e+38
238,10372.36801161705,1.5827547664514869e+38
239,10351.431085347549,1.6291551206129321e+38
240,10330.578512396694,1.675840445663421e+38
241,10309.809784009485,1.7198641367595406e+38
242,10289.124395513942,1.7602348928115844e+38
243,10268.52184628023,1.799656269438159e+38
244,10248.001639680264,1.8382065849010682e+38
245,10227.563283047815,1.87414383101403e+38
246,10207.206287639074,1.9066631803932588e+38
247,10186.930168593695,1.9383580994859828e+38
248,10166.7344448963,1.9700675316092916e+38
249,10146.618639338441,2.000057551243411e+38
250,10126.582278481013,2.030321564334627e+38
251,10106.62489261711,2.0604356615886917e+38
252,10086.746015735325,2.0890898735961962e+38
253,10066.945185483466,2.1214210501616134e+38
254,10047.221943132723,2.1535363998905032e+38
255,10027.57583354224,2.1858561914602875e+38
256,10008.006405124099,2.216223540295771e+38
257,9988.513209808722,2.246556064432743e+38
258,9969.095803010667,2.273505658140384e+38
259,9949.753743594847,2.257044774385291e+38
260,9930.486593843098,2.0971823828664645e+38
261,9911.293919421181,1.745108537522178e+38
262,9892.175289346129,1.5709261761429545e+38
263,9873.130275953992,1.5898986093660742e+38
264,9854.158454867955,1.617375116776503e+38
265,9835.259404966806,1.6460956121384327e+38
266,9816.432708353785,1.6774570199021662e+38
267,9797.677950325773,1.7103388820015955e+38
268,9778.99471934285,1.7454702696094756e+38
269,9760.382606998195,1.7845546864649192e+38
270,9741.84120798831,1.824898116320515e+38
271,9723.370120083622,1.8698289324543297e+38
272,9704.968944099379,1.9253543477336005e+38
273,9686.637283866905,1.9851104073991517e+38
274,9668.374746205162,2.048128982972678e+38
275,9650.180940892642,2.1117731956141234e+38
276,9632.055480639568,2.1770337421908954e+38
277,9613.997981060424,2.2453836344345837e+38
278,9596.008060646773,2.3140321085021453e+38
279,9578.085340740385,2.3815195201931105e+38
280,9560.229445506693,2.4483865614602204e+38
281,9542.44000190849,2.5169168598857657e+38
282,9524.71663967997,2.5872556026093607e+38
283,9507.05899130104,2.661791312200162e+38
284,9489.466691971911,2.7292174020604675e+38
285,9471.939379587971,2.7921448078720995e+38
286,9454.476694714947,2.8507669206576758e+38
287,9437.078280564338,2.904961870110962e+38
288,9419.743782969103,2.9550887751052862e+38
289,9402.472850359645,3.002002765393583e+38
290,9385.265133740028,3.0470815280737907e+38
291,9368.120286664482,3.095676545005016e+38
292,9351.037965214138,3.1285232515212172e+38
293,9334.017827974052,3.1530488304746027e+38
294,9317.059536010434,3.170916495531296e+38
295,9300.162752848175,3.182081079190675e+38
296,9283.32714444857,3.184793963496164e+38
297,9266.552379187324,3.1890550240170677e+38
298,9249.838127832763,3.185020357489691e+38
299,9233.184063524306,3.159353057025577e+38
300,9216.589861751152,2.8642781473801995e+38
301,9200.055200331202,2.422962638942503e+38
302,9183.57975939021,2.346830907815121e+38
303,9167.163221341156,2.259913192138766e+38
304,9150.805270863837,2.1007581338253853e+38
305,9134.505594884677,1.858641120050353e+38
306,9118.263882556761,1.458076546815418e+38
307,9102.079825240067,1.327104384102813e+38
308,9085.953116481918,1.2907739401550923e+38
309,9069.883451997643,1.256257185178977e+38
310,9053.870529651425,1.3335484056565775e+38
311,9037.91404943739,1.4206971523832915e+38
312,9022.013713460845,1.5016154584376817e+38
313,9006.169225919755,1.555723943051456e+38
314,8990.380293086399,1.6052467525013382e+38
315,8974.646623289209,1.6548219659922813e+38
316,8958.967926894822,1.7112488329918258e+38
317,8943.343916290301,1.7595138320609604e+38
318,8927.774305865549,1.8026579229889944e+38
319,8912.2588119959,1.855639914493401e+38
320,8896.79715302491,1.9100183810400804e+38
321,8881.389049247302,1.9581506233963755e+38
322,8866.0342228921,2.0259339442289467e+38
323,8850.732398105944,2.081947393643274e+38
324,8835.483300936561,2.1498647360918413e+38
325,8820.286659316427,2.2179786660429195e+38
326,8805.142203046578,2.284801051215898e+38
327,8790.0496637806,2.3509530613619708e+38
328,8775.008775008775,2.417165619094091e+38
329,8760.019272042398,2.4759456761296185e+38
330,8745.080891998252,2.53189659380504e+38
331,8730.19337378323,2.5847923836141346e+38
332,8715.356458079135,2.6312008045284583e+38
333,8700.56988732762,2.677264886913893e+38
334,8685.833405715279,2.721463097073325e+38
335,8671.146759158899,2.7660629335397673e+38
336,8656.509695290859,2.8100680930353952e+38
337,8641.92196344467,2.8527799220179067e+38
338,8627.383314640669,2.8955335498643876e+38
339,8612.893501571853,2.9324177573095815e+38
340,8598.452278589853,2.95513583449071e+38
341,8584.05940169106,2.983261858247619e+38
342,8569.714628502872,3.0052767515051595e+38
343,8555.417718270095,3.0131937835784944e+38
344,8541.168431841475,3.0256277191805732e+38
345,8526.966531656362,3.0103622790169156e+38
346,8512.811781731505,2.9636439835025746e+38
347,8498.703947647984,2.8988605679505947e+38
348,8484.642796538266,2.8629808463877572e+38
349,8470.628097073397,2.8138011034126076e+38
350,8456.659619450318,2.7575049154635e+38
351,8442.73713537929,2.68670512247024e+38
352,8428.860418071477,2.6079166656191476e+38
353,8415.029242226616,2.5133191761075432e+38
354,8401.243384020836,2.4111464080133406e+38
355,8387.502621094569,2.177962149724022e+38
356,8373.806732540612,1.996050673380497e+38
357,8360.15549889228,1.766214593551725e+38
358,8346.548702111677,1.5828495307135238e+38
359,8332.986125578102,1.5280569969325756e+38
360,8319.46755407654,1.5304899094182163e+38
361,8305.992773786287,1.538915016059001e+38
362,8292.561572269675,1.5636305888025232e+38
363,8279.1737384609,1.4170120591007593e+38
364,8265.829062654984,1.4180738971221376e+38
365,8252.527336496802,1.4432664069696847e+38
366,8239.268352970255,1.3529293221667393e+38
367,8226.051906387529,1.3740535539792038e+38
368,8212.87779237845,1.4160360942371138e+38
369,8199.745807879955,1.4568237193354467e+38
370,8186.655751125665,1.6704009548839326e+38
371,8173.607421635538,1.9096304055650923e+38
372,8160.600620205647,2.1458380237930643e+38
373,8147.635148898032,2.3869235036006236e+38
374,8134.710811030667,2.61258771512212e+38
375,8121.827411167513,2.869522280606029e+38
376,8108.98475510866,3.134954964445755e+38
377,8096.182649880581,3.3932836179343384e+38
378,8083.420903726457,3.641010009116843e+38
379,8070.6993260966065,3.872194302207175e+38
380,8058.017727639,4.103797769585171e+38
381,8045.37592018987,4.338753908577546e+38
382,8032.773716764399,4.566653597082526e+38
383,8020.2109315475,4.777739071972645e+38
384,8007.68737988469,4.970815230032094e+38
385,7995.202878273038,5.138668811457625e+38
386,7982.7572443522,5.316568205888447e+38
387,7970.350296895549,5.4944947424432885e+38
388,7957.98185580137,5.617570925888171e+38
389,7945.651742084146,5.6448228037529025e+38
390,7933.359777865927,5.613231362466566e+38
391,7921.105786367778,5.565365575901662e+38
392,7908.889591901298,5.454850655902974e+38
393,7896.711019860229,5.373702499116785e+38
394,7884.569896712135,5.311132784080011e+38
395,7872.46604999016,5.263751872434789e+38
396,7860.399308284863,5.334491006975243e+38
397,7848.369501236119,5.420026632609023e+38
398,7836.376459525117,5.486359147545763e+38
399,7824.420014866399,5.488833667345395e+38
400,7812.500000000001,5.446794945739409e+38
401,7800.6162486836465,5.368971369895977e+38
402,7788.768595685023,5.265518303212864e+38
403,7776.956876774119,5.153522224872486e+38
404,7765.18092871564,5.0277949130913794e+38
405,7753.440589261486,4.8603751296163954e+38
406,7741.7356971433,4.684528299711033e+38
407,7730.066092065088,4.569149170358409e+38
408,7718.4316146958945,4.449107986189247e+38
409,7706.832106662557,4.323570689491881e+38
410,7695.267410542517,4.256049797259436e+38
411,7683.737369856699,4.3061889804101115e+38
412,7672.241829062453,4.360742485427439e+38
413,7660.780633546559,4.409834223520912e+38
414,7649.353629618298,4.4716682244305884e+38
415,7637.960664502579,4.547216656349838e+38
416,7626.60158633313,4.617476350412193e+38
417,7615.276244145758,4.683592541120167e+38
418,7603.984487871646,4.752586030056098e+38
419,7592.72616833074,4.843725027065719e+38
420,7581.501137225171,4.929691728644601e+38
421,7570.309247132746,5.0214778274064665e+38
422,7559.150351500492,5.121378995998267e+38
423,7548.024304638262,5.295901138860527e+38
424,7536.930961712392,5.3789660757831656e+38
425,7525.8701787394175,5.502774642559248e+38
426,7514.841812579846,5.609093255607694e+38
427,7503.845720931979,5.7077995573318086e+38
428,7492.881762325792,5.79965983342438e+38
429,7481.949796116869,5.9313587795017954e+38
430,7471.0496824803895,6.102060107987653e+38
431,7460.181282405163,6.256627915510344e+38
432,7449.344457687725,6.325383086822151e+38
433,7438.539070926471,6.1140417217872555e+38
434,7427.764985515859,5.7043278223600286e+38
435,7417.022065640646,5.738517477925962e+38
436,7406.310176270184,5.830184575134361e+38
437,7395.629183152757,5.669557793920364e+38
438,7384.9789528099855,5.3763685052181174e+38
439,7374.35935253125,5.2863787702186564e+38
440,7363.770250368189,5.2496293985364744e+38
441,7353.211515129234,5.237349486862599e+38
442,7342.683016374184,5.282555274769603e+38
443,7332.184624408843,5.292176552006976e+38
444,7321.71621027969,5.274623804012192e+38
445,7311.277645768599,5.283925827130908e+38
446,7300.868803387603,5.3441344180718466e+38
447,7290.489556373712,5.37324114963326e+38
448,7280.1397786837515,5.3945304321729184e+38
449,7269.819344989278,5.4199572880395065e+38
450,7259.528130671507,5.419938491448468e+38
451,7249.266011816305,5.363914947631327e+38
452,7239.032865209209,5.2898315097491776e+38
453,7228.828568330503,5.108523827581811e+38
454,7218.652999350322,5.080028022397946e+38
455,7208.506037123808,5.175085604793823e+38
456,7198.387561186295,5.279133014700616e+38
457,7188.2974517485545,5.38515315808684e+38
458,7178.2355896920535,5.497093166864046e+38
459,7168.201856564282,5.613057392731943e+38
460,7158.196134574087,5.7295333395462574e+38
461,7148.218306587084,5.850131776933934e+38
462,7138.268256121066,5.9686012715135575e+38
463,7128.345867341483,6.0838707920069296e+38
464,7118.451025056948,6.1952734922184025e+38
465,7108.583614714769,6.301979254960602e+38
466,7098.743522396537,6.413151054792828e+38
467,7088.930634813739,6.5230231126414455e+38
468,7079.144839303413,6.6284613778516085e+38
469,7069.386023823831,6.730400101660823e+38
470,7059.65407695023,6.831884720685284e+38
471,7049.948887870563,6.941299110573952e+38
472,7040.270346381302,7.054598694232926e+38
473,7030.618342883256,7.171339240528941e+38
474,7020.9927683774495,7.290712636444265e+38
475,7011.393514461,7.40505905689545e+38
476,7001.820473323064,7.501115670580117e+38
477,6992.273537740797,7.583578413015284e+38
478,6982.752601075345,7.693151188865071e+38
479,6973.257557267878,7.80844691423406e+38
480,6963.788300835656,7.9239155547895e+38
481,6954.344726868112,8.03454304098196e+38
482,6944.926731022989,8.130246076300369e+38
483,6935.53420952249,8.199835071431036e+38
484,6926.167059149468,8.23978089666322e+38
485,6916.825177243645,8.226509290539885e+38
486,6907.508461697866,8.007450466090226e+38
487,6898.216810954369,7.447626211559853e+38
488,6888.950124001103,7.13715316591041e+38
489,6879.708300368065,7.0155935878761e+38
490,6870.491240123669,6.889918372455882e+38
491,6861.298843871145,6.733418469913289e+38
492,6852.131012744964,6.589261294450873e+38
493,6842.987648407296,6.491655869693566e+38
494,6833.868653044489,6.450812543024232e+38
495,6824.7739293635905,6.509664762762925e+38
496,6815.703380588878,6.571928350116031e+38
497,6806.65691045843,6.625180093558716e+38
498,6797.634423220719,6.672131277079313e+38
499,6788.635823631242,6.707817102044271e+38
500,6779.661016949153,6.735836737027927e+38
501,6770.709908933953,6.748392980066889e+38
502,6761.782405842181,6.7465194808175935e+38
503,6752.878414424149,6.74469925737598e+38
504,6743.997841920692,6.734309141411686e+38
505,6735.140596059943,6.714347595696065e+38
506,6726.306585054148,6.694710957735122e+38
507,6717.49571759648,6.671881621054901e+38
508,6708.70790285791,6.644384181190265e+38
509,6699.943050484071,6.629120442399992e+38
510,6691.201070592172,6.643725209953114e+38
511,6682.481873767918,6.661190994931905e+38
512,6673.785371062468,6.679959660492695e+38
513,6665.111473989403,6.6982240340401195e+38
514,6656.460094521734,6.7022117573250014e+38
515,6647.831145088916,6.6550660651087006e+38
516,6639.224538573895,6.636326087488191e+38
517,6630.640188310182,6.697362840672203e+38
518,6622.078008078935,6.736434179807413e+38
519,6613.537912106081,6.753230101082382e+38
520,6605.019815059446,6.77021629371805e+38
521,6596.523632045913,6.789509474319393e+38
522,6588.049278608604,6.785543500727343e+38
523,6579.596670724085,6.591968520469898e+38
524,6571.16572479958,6.388468590960644e+38
525,6562.756357670222,6.4544355544296304e+38
526,6554.368486596317,6.593080394358968e+38
527,6546.00202926063,6.7404169251827856e+38
528,6537.656903765691,6.89153865421166e+38
529,6529.333028631126,7.048708247117367e+38
530,6521.030322791002,7.216638487218509e+38
531,6512.748705591196,7.389496643141205e+38
532,6504.488096786783,7.567650632543582e+38
533,6496.248416539449,7.754031109899158e+38
534,6488.02958541491,7.941035033095806e+38
535,6479.831524380366,8.140338589855717e+38
536,6471.654154801968,8.330672296088681e+38
537,6463.497398442298,8.527129338312635e+38
538,6455.361177457879,8.715387494035823e+38
539,6447.2454143967,8.893989284091812e+38
540,6439.15003219575,9.073861326771888e+38
541,6431.074954178592,9.264365372173462e+38
542,6423.020104052926,9.454654398048633e+38
543,6414.985405908202,9.638960906126724e+38
544,6406.970784213225,9.811183992792645e+38
545,6398.976163813791,9.988617962067718e+38
546,6391.001469930338,1.0171974673362894e+39
547,6383.046628155619,1.035650540432583e+39
548,6375.111564452378,1.0532886428883643e+39
549,6367.196205151063,1.0683893741837056e+39
550,6359.3004769475365,1.0815538602343072e+39
551,6351.4243069008235,1.0923999151286453e+39
552,6343.567622430856,1.1013491454613924e+39
553,6335.730351316249,1.10823891400232e+39
554,6327.9124216920845,1.1102692915330476e+39
555,6320.113762047717,1.1098907417533292e+39
556,6312.334301224594,1.1060575952624887e+39
557,6304.573968414085,1.0999366846699022e+39
558,6296.832693155343,1.0901599741162973e+39
559,6289.110405333166,1.0778174064427163e+39
560,6281.407035175879,1.0631507061541642e+39
561,6273.722513253239,1.0399897491663358e+39
562,6266.056770474341,1.016755699867763e+39
563,6258.409738085553,1.007832548997647e+39
564,6250.781347668459,1.0049605451560792e+39
565,6243.171531137818,1.0001156145759916e+39
566,6235.58022073954,9.806157164651719e+38
567,6228.007349048672,9.290223033991214e+38
568,6220.452848967405,8.803569929915676e+38
569,6212.916653723091,8.614611494144268e+38
570,6205.398696866274,8.469369000979058e+38
571,6197.898912268741,8.311526066186638e+38
572,6190.41723412158,8.10016971616302e+38
573,6182.9535969332555,7.830456627874415e+38
574,6175.507935527697,7.432865854332126e+38
575,6168.080185042407,6.903165902360565e+38
576,6160.670280926565,6.4475979340122985e+38
577,6153.278158939175,6.119143844845335e+38
578,6145.903755147195,5.765729216473699e+38
579,6138.547005923698,5.3662301311688535e+38
580,6131.207847946046,5.147560251915307e+38
581,6123.886218194066,4.990613656249875e+38
582,6116.582053948255,4.821478431196912e+38
583,6109.295292787977,4.570115011828535e+38
584,6102.0258725897,4.432581574556912e+38
585,6094.773731525217,4.235066364558726e+38
586,6087.538808059901,4.0216966363140644e+38
587,6080.321040950963,4.038109024281028e+38
588,6073.120369245718,4.082233780858511e+38
589,6065.936732279883,3.966662960606629e+38
590,6058.770069675857,3.829144241141842e+38
591,6051.620321341039,3.93039775106624e+38
592,6044.4874274661515,4.01495052657759e+38
593,6037.371328523562,4.145094375417013e+38
594,6030.271965265634,4.492092631211298e+38
595,6023.189278723084,4.859850128167029e+38
596,6016.123210203345,5.218450524539137e+38
597,6009.073701288947,5.5966299237537316e+38
598,6002.040693835905,5.9756168476438475e+38
599,5995.024129972123,6.333641763524584e+38
600,5988.023952095809,6.6892882072834956e+38
601,5981.040102873891,7.019488315708452e+38
602,5974.072525240456,7.325478772146912e+38
603,5967.121162395203,7.613704224428964e+38
604,5960.185957801884,7.881481913204516e+38
605,5953.266855186784,8.128677039431673e+38
606,5946.363798537194,8.349044559807518e+38
607,5939.476732099903,8.527415741356584e+38
608,5932.6056003796875,8.678524643442185e+38
609,5925.7503481378335,8.820349538969891e+38
610,5918.910920390648,8.903115778420242e+38
611,5912.087262407993,8.956216804382308e+38
612,5905.279319711823,9.01034147862922e+38
613,5898.487038074734,9.047594639594628e+38
614,5891.71036351853,9.080283385108985e+38
615,5884.949242312785,9.10482285442042e+38
616,5878.2036209734315,9.134821621018902e+38
617,5871.473446261339,9.149619495320659e+38
618,5864.758665180928,9.154786171300851e+38
619,5858.059224978765,9.167013199316372e+38
620,5851.375073142189,9.202825342093164e+38
621,5844.706157397937,9.22877803350862e+38
622,5838.052425710783,9.282571341601502e+38
623,5831.4138262821825,9.317662747772475e+38
624,5824.790307548929,9.352772958833991e+38
625,5818.181818181818,9.387290693567821e+38
626,5811.5883070843265,9.425101214657858e+38
627,5805.0097233912875,9.45305536610468e+38
628,5798.4460164675875,9.493491034190069e+38
629,5791.897135906866,9.511660842232631e+38
630,5785.363031530229,9.488585504852912e+38
631,5778.843653384958,9.42717783616128e+38
632,5772.338951743246,9.342543587614504e+38
633,5765.8488771009315,9.210398777459001e+38
634,5759.373380176236,9.010852680687483e+38
635,5752.912411908529,9.004930555127875e+38
636,5746.465923457074,9.008338769613065e+38
637,5740.033866199811,9.029055934521351e+38
638,5733.616191732126,9.123039857852834e+38
639,5727.212851865639,9.20951693045674e+38
640,5720.823798627002,9.217802132768924e+38
641,5714.448984256694,9.196785904473983e+38
642,5708.088361207831,9.207184925276355e+38
643,5701.7418821449955,9.287945625164381e+38
644,5695.409499943046,9.432357685873297e+38
645,5689.091167685962,9.585824910999892e+38
646,5682.786838665682,9.759864092497462e+38
647,5676.49646638095,9.930299359049763e+38
648,5670.220004536176,1.0075849558584952e+39
649,5663.9574070403,1.0218174122165602e+39
650,5657.708628005658,1.0342263093982384e+39
651,5651.473621746871,1.0463119297143316e+39
